,author_collect_nr,author_fans_nr,author_name,author_note_nr,comment_nr,content,datePublished,images,like_nr,star_nr,title,url,user_url
413,4959,300,佛系肉肉👑,38.0,220.0,干皮强推——资生堂悦薇珀翡水乳➕蜜露➕红腰子春天到了，过敏又开始出来做妖了。漫天柳絮的黑暗日子要来了…...又到了淘各种护肤品的季节今天来为资生堂来一发好评忍着心疼一口气买了资生堂一家人毕竟一家人就要在一起整整齐齐的才好我喜欢用一个系列的，不喜欢乱七八糟的牌子杂在一起。强迫症伤不起，再加上我觉得同系列的吸收性会更好点吧。废话不多说———开讲资生堂蜜露⭐️⭐️⭐️⭐️⭐️心心念了好久，200ml老大一瓶（玻璃瓶拿在手里超有分量，以此催眠自己它很多很多。瓶盖是塑料的）。第一次看到这造型无力吐槽，就～像～～符水～嗯对，～符水。大红的瓶子中间贴着符咒的即视感就这造型让我心慌慌看多了就习惯了，我是一个丑者丑着就习惯了的人听说是资生堂第一瓶化妆水，它家百年经典的镇店之宝，已经进化到第八代了。针对干、蜕、敏的皮肤，干皮亲妈。但不是只有干皮能用，只是对干皮够好，其他肤质也是适合的。毕竟不管什么肤质都需要补水的（广告就是这么宣传的）我的体验效果是虽然没有说的那么神，但是的确是干皮亲妈，滋润度可以的，很润很快就吸收了。不油不腻，透明的水。味道淡淡的清香忽略不计。（我讨厌香味）它是一款高机能化妆水，洗了脸直接上脸，具有二次清洁的效果所以可以叠加其他功效的化妆水跟精华。说白了人家就帮你保保湿，神马美白抗皱不归它管，你们自己再买。它不是肌底液，但我还是习惯把它当成肌底液用，先来一层保湿屏障再去慢慢吸收后续的护肤品。时间长了离不开啊。干皮保湿妥妥的让后面的护肤品都容易保湿了。我如果其他水乳有点干洗脸后加它真的润了很多用法大概有三种：1、拍打取适量的水在全脸由下而上拍打开来，越是炎热的天气，越适合使用拍打的方法涂抹水。（懒又省钱脸皮厚的随意）2、擦拭将水适量的倒在化妆棉上，逆毛孔打圈擦拭全脸，这种方法适合吸收较差的肌肤类型（勤快又脸皮薄的随意3、水膜用纸膜或者化妆棉浸透水，敷在脸上5—10分钟，当面膜用，大量补水（简单粗暴我喜欢，土豪请随意）资生堂红妍肌活精华露⭐️⭐️⭐️⭐️⭐️俗名红腰子。我爱它真的很爱它。红腰子➕蜜露大于2（他们对于我来说简直是绝配）它的功效是稳定肌肤，修复红血丝。我看中的也是这个。对于干敏来说要的就是稳定，脸不稳定谈什么美白抗皱。尤其是蜜露搭配起来保湿效果够了。这几天脸开始有点征兆了，我擦了红腰子一直没有过敏过，你要说完全修复红血丝我不相信，但是用了半个月我脸不那么红，红血丝还在就是大面积的红好了很多。冲这我就无限回购了。这款精华还可以叠加其他精华，毕竟它的功效是修复对于其他皮肤可能有点鸡肋，但是干敏皮一生推啊。划重点⭕️重点来了：它里面的成分是含酒精的虽然它们号称是安全型的酒精，敏感肌适用。我对酒精过敏但是这款我擦着很舒服。可我还是劝对酒精敏感朋友们做好功课，毕竟脸是自己的。害怕的可以试试买小毫升的试试或者找有红腰子的朋友试试。用对了绝对惊艳。还有一点⭕️红腰子是水后精华，不是肌底液。重要事情重复三遍，用在柔肤水后面的。资生堂悦薇珀翡系列——它是初期的抗衰老的水乳，好像适用25—40岁的年纪。也有美白紧致肌肤的功效。我都25的老阿姨了，所以也开始买抗衰老的水乳了。以前只买水乳保湿就好，现在精华也要用起来了。想到这里钱包在滴血悦薇珀翡焕活洁面膏⭐️⭐️⭐️⭐️⭐️我给这款洁面膏打call，真的是膏不是乳液哦。挤出一点点就可以了，里面还有小颗粒，去角质的。。放在手心搓一会就有很多泡沫了。然后上脸按摩一会，洗完后很干净一点也不干，很润。我超喜欢但我也不是每天都用2-3天用一次。毕竟去角质的不敢每天用。洗脸要点：干皮敏感皮肤薄又有红血丝的朋友们洗面奶不需要早晚都用，晚上一次就好了。白天用清水洗脸养成习惯，这样才能留住自己脸上天然的油份不会干。每天洗，对于本来就干皮脸薄的可是大杀器，尤其是去角质的不要每天用。洗得多了角质层会越来越薄红血丝会越来越多很难修复的。悦薇珀翡水乳⭐️⭐️⭐️⭐️⭐️资生堂的一套明星产品，最出名好像是它的眼贴吧。这套水乳有分滋润型跟清爽型。我买了滋润型的。水150ml，很润，刚开始有点粘，但是不油腻很快就吸收了。乳100ml。它的液体流动很快，比较稀的白色乳液。都是淡淡的清香可以接受。乳液刚上脸需要多按摩一会促进吸收好像有专门的按摩手法。参考第五张图片这套水乳我都用在晚上，一般抗衰老的我用在睡眠时间段。毕竟身体机能都处于修复状态了。再加上怕它感光。春秋比较适合，冬天的话我估计还要再加一个面霜才能达到保湿的效果资生堂的每一套水乳用完之后脸特别的润特别的滑，超爱这种感觉，感觉满满的玻尿酸这一家人我会无限回购✌️用一家人的顺序洗面奶👉蜜露👉化妆水👉红腰子👉乳液也可以在红腰子后面➕其他精华我的用法都是官方用法。不需要跟我争辩对错。我也没有说官方方法就一定准确，看你们自己的习惯。你们觉得怎么用好 就怎么用。毕竟肤质不一样。脸是自己的，怎么好用怎么来⭕️还有不要问我你们这样搭配可以吗？那样搭配合适吗？我就是个消费者，给出我的体验报告而已。。我不是皮肤专家，不知道你们的搭配有什么效果建议：说句真心话，想要干皮变成中性皮肤。面膜有时候还可以偷偷懒。但一定水乳一定不能懒，要每天早晚都要擦水乳。不能断。坚持下来干皮一定会好很多我有时候懒。刷了牙清水一洗脸就上班了。所以皮肤状态断断续续的。还有开二轮一定要戴头盔实在不行要带口罩尤其是冬天，绝对不能让脸吹风，我的过敏红血丝就是这么来的。漫漫修复路啊～～～ps：这绝对是我最啰嗦的一篇文了，但是真真好用看我最后两张图的皮肤状态就知道了，一直保持平衡肌肤。爱死了这套搭配为了它们拍得漂亮点，把自己的毛衣服拖出来当背景板了。❤️我就👍我吧pps：我很懒我很懒，难得唠唠嗑……个人体验，决绝撕逼,2018-04-22T17:47:00,"['https://ci.xiaohongshu.com/82c01329-60d3-5300-9e73-f8318e5fa62c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/5b88b0a8-73e9-5292-8aa0-89932faa4835?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/1a8bb8d6-a99d-5e04-81a4-8a7e50eecc2d?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/18d2f067-c2ff-50cd-8cde-3976d9d767e4?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/2ba3cbb3-0be6-5ac5-9959-8671b0c6a9e4?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/74afd5d7-b6f1-5abd-bbf8-2e28a00e188a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9ddf08eb-5c3f-5fde-89a4-7dcf0b79ea2b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/27a63ed1-b9ca-50dd-be96-70b73a2c1c1f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",1215,1920,干皮强推——资生堂悦薇珀翡水乳➕蜜露➕红腰子 春天到了，过敏又开始出来做妖了。,https://www.xiaohongshu.com/discovery/item/5adc5a47c8e55d3e0382dcaa,https://www.xiaohongshu.com/user/profile/56bdbceeb8c8b4549eec5435
3225,1615,676,格城阳光,42.0,79.0,"兰蔻小黑瓶和雅诗兰黛小棕瓶是两款风很大的精华，我有很多这两款的小样(之前专柜或者官网买其他东西时赠送的）之前跟大家聊过我在用的其他精华，今天就说一说我试用这两款的感受吧。都说它们是抗初老的，适合比较年轻的肌肤，我觉得也是因人而异的吧，看你自己的肌肤状态和诉求。兰蔻小黑瓶我已经用完三个小样15ml,有资格说一下啦。国内官网说是肌底液精华，我的理解是如果没有大的肌肤问题完全可以把它当每日的精华用。如果有其他肌肤问题，因为这款质地轻薄，可叠加其他精华用。英国官网说明是抗老精华，主要作用有改善肤质，平抚肌肤细纹，提亮肤色的功效。质地像鸡蛋清，非常稀薄好吸收，味道是淡淡的檀香，我喜欢，关键是擦完后肌肤像是喝饱水，还有清透的感觉。我的用法是用在水之后，用完小黑瓶，我在后续面霜加两滴娇兰的复原蜜，我感觉这样的夏日白天精简护肤对我足够了，正好我想买一款清爽的夏天用的精华白天用在妆前，所以我准备入一瓶正装！小棕瓶的质地也是比较有流动性，浅褐色，有点中药味，比较小黑瓶浓稠一点，但是吸收很好。官网上的陈述为抗衰老，滋润，改善皮肤干哑现象，抹平细纹和提亮肌肤。可惜的是我对它过敏，用完脸发痒发干，试过用在脖子上甚至手上都是一样的。我有好几瓶这个7ml的小样，现在只好用在脚后跟，因为我的脚后跟皮肤很干躁。我用不合适倒不等于产品一定不好，反正不适合我这个轻敏皮。你们要入手的话最好靠柜试一下。我自从开始用小红书以来学到不少东西，也分享了很多心得，我的皮肤最近非常稳定，而且细腻了不少，以前有点偏干现在真的是中性皮肤，不干不油，感觉好好护肤还是必要的！我所有的笔记都是认真的哦，喜欢记得点赞➕关注！兰蔻 Lancome雅诗兰黛 Estee Lauder",2019-06-24T06:01:00,"['https://ci.xiaohongshu.com/82a7de16-8f6c-3270-a73b-c1649e0b19a0?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/0b1924d8-7241-3f62-bcad-468ee5b68571?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/6aea7e1f-07fa-343a-bfea-1f791557b199?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/ed7bd4e6-47a5-3777-a28a-2b752c06ca6a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/c12914e6-3da7-35c1-9239-b46e1e1b9853?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",61,11,47岁阿姨亲测小黑瓶和小棕瓶精华（抗初老）,https://www.xiaohongshu.com/discovery/item/5d0ff6d500000000270106d0,https://www.xiaohongshu.com/user/profile/5b0a925011be107f82c7124a
3633,13,3,孟。小凡,1.0,0.0,到大兰州夏季避暑，想拥有无死角舒心夜景🌃🌆，想速速到达火爆的南关-西关商圈🛍，又想逃离喧闹，拥有安静舒心的休息环境💤，妥妥地选择二十四号民宿，准没错！二十四号多个房源，实在河景房，西临白塔山⛰，东临水车园，向南分分钟到通渭路土豆片大本营🍲，网红腰子哥烤肉店🍢，无论白天黑夜，无论吃住行，用兰州话说，就是舒坦，窝耶！男管家对室内🍻🍷🍸吧台情有独钟，想知道原因？😁😁不管你是倾心ins风，还是少女甜心派，亦或是简约冷淡流，拍照，驻足，二十四号都将满足你的所有要求。这不  ，最新的房源已经上线。先喝口水，接着说，下面最重要的来拉。怎么订房?  (美团)(大众点评) (榛果民宿) (爱彼迎 )搜索  二十四号民宿 他家房源就都出来了哦 对了 他家有几套可以在房间里看到中山桥 白塔山   风景是真不错,2019-06-29T04:04:00,"['https://ci.xiaohongshu.com/afb6bcb3-71a1-33d0-9c40-6dedfdf43dfb?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/9069c89e-4ffe-3e56-9d61-394258dd2b07?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/bd1a7e30-9dda-371f-9313-4bb2221112a2?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/fb5e8781-7d8c-31a6-b137-ca11e60870c9?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/f21f31d9-9af8-3364-bcfa-665c0fad97fa?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/2acc6869-b3ae-3d61-a5a6-9ca004edb647?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/e29b081e-0ea2-3f64-a61f-480ea2f377f3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/fcbec2b1-38f4-344c-9280-b090596483d8?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/3c2c6e1c-a14c-3807-8cfc-f4cf124dbe10?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",9,4,兰州民宿界的一股泥石流!,https://www.xiaohongshu.com/discovery/item/5d1672e6000000002703abf4,https://www.xiaohongshu.com/user/profile/5cc8b922000000001203b543
2759,71,32,隔壁陈伯伯,54.0,0.0,这次快用完了 再来写的总体来说 还不错 混油皮用着也不油 很好吸收说去黄啥的效果 我个人觉得并没有很明显可能是我肤色还挺白的原因值得推荐给各位小仙女,2019-06-09T19:29:00,['https://ci.xiaohongshu.com/4b6bb835-3d74-3e93-8e9c-1670963db96b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],1,1,资生堂红腰子精华,https://www.xiaohongshu.com/discovery/item/5cfced9f00000000070104ec,https://www.xiaohongshu.com/user/profile/5799097e50c4b45e8ac71110
1203,43,3,Forever.真,8.0,2.0,#兰蔻小黑瓶肌底液#娇韵诗双管精华#Sisley 全能乳液#小黑瓶肌底液，可用作精华 也可以用作肌底液帮助后期其他产品的吸收。质地非常轻薄，很容易吸收，本人干皮 ，皮肤比较饥渴，一般可以涂好多东西都会很快被吸收，习惯把小黑瓶作为肌底液使用。娇韵诗的黄金双瓶，里面有二十多种纯植物提取 ，紧致抗衰老，抗氧化，保湿，缩毛孔，均匀肤色，早晚都可以用，图中的这款是新品，相对老款这款更容易吸收 ，新款上面有可以调节用量的设计，平时晚上回挤两整滴，白天用一整滴，本人喜欢用在小黑瓶以后，晚上用早上起来效果非常明显，皮肤变得饱满细腻。闻起来香香的。👍🏻👍🏼👍（但是现在到处都买不到货，都快要断瓶了）希思黎全能乳液，单独使用感觉无功无过，干皮需要后期叠加面霜。但是和前面两个搭配一起使用，就刚刚好。味道是草本的比较清淡。总归还是给个好评吧,2019-01-14T02:14:00,"['https://ci.xiaohongshu.com/801f0769-9829-54d5-934d-3da7746cf6a5?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/a8d0b825-389b-5d55-8fbe-7ae1a27b29a7?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/12b9bcbc-f31e-50ad-b464-c335fd40ad9b?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",5,1,兰蔻小黑瓶肌底液#娇韵诗双管精华#Sisley 全能乳液# 小黑瓶肌底液,https://www.xiaohongshu.com/discovery/item/5c3b8006000000000f01320d,https://www.xiaohongshu.com/user/profile/5a658afb4eacab3a36bca30d
3866,46,6,jjjjjie,32.0,7.0,这款好久之前火爆到至今的小黑瓶肌底液  我朋友说是假滑  但我觉得还行吧 没有什么明显的效果，不过护肤品不就是这样吗，用了老样子 不用样子老,2019-06-30T15:22:00,['https://ci.xiaohongshu.com/5bc114a4-439a-3d1c-9a7f-79f0c17f23d6?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],1,0,兰蔻小黑瓶 用了好久了,https://www.xiaohongshu.com/discovery/item/5d186341000000002603e6d3,https://www.xiaohongshu.com/user/profile/5af4a8b211be1078cd122427
3001,2130,122,鱼鱼游日本,97.0,4.0,资生堂红腰子精华，一生推，继续囤货。这款产品维持皮肤稳定性非常好，一周后感觉毛孔都不见了，皮肤摸起来特别特别的光滑,2019-06-17T13:22:00,,5,0,资生堂红腰子精华，一生推，继续囤货。这款产品维持皮肤稳定性非常好,https://www.xiaohongshu.com/discovery/item/5d0723a9000000002600dc69,https://www.xiaohongshu.com/user/profile/5a16e8094eacab269eda39a0
2513,1029,97,爱米范,120.0,6.0,雅诗兰黛小棕瓶肌底液是100ml香港莎莎代购回来的，这款肌底精华night repair是夜间修复，也就是晚上用效果更好,2019-05-31T01:40:00,"['background-image: url(""//ci.xiaohongshu.com/154042d9-434a-504f-8096-7ba990e099f0?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90""']",6,0,雅诗兰黛小棕瓶肌底液,https://www.xiaohongshu.com/discovery/item/5cf015940000000008006b09,https://www.xiaohongshu.com/user/profile/5b4ac07411be101ddc69055a
1124,9.5万,2.5万,阿树,321.0,6.0,新年开运物|来瓶红运小黑瓶精华液今年是我妈妈的本命年。思来想去要送红色的礼物，刚好看见小黑瓶精华液出了红色限量版，果断入手。这款精华液可以说是很全能了。干皮的我妈妈和油皮的我都很喜欢。我俩日常囤货。蛋清质地，轻薄好吸收的同时又能保持足够的滋润度。抗衰老的效果的话，用了无数瓶的我觉得是有的。效果体现在平时去专柜测肌龄，都比实际年龄小哈哈哈！红运版本无论送人或是自用都很合适。够喜庆。我妈还说我为什么不送她100Ml版本的...哈哈Anyway，猪年除了要🐷事顺利，还要不见年龄，只见年轻。看了一下官网还有红运版本的气垫，马上给自己入手了一个。各位小可爱在想送什么礼物给亲朋好友的时候，真的非常推荐哒！兰蔻 Lancome资生堂完美意境 Integrate Gracy新年礼物 嫩肌活肤小黑瓶精华肌底液 50ml,2019-01-03T15:31:00,"['https://ci.xiaohongshu.com/333beb5a-d635-54eb-b249-d77517971d09?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/7db2ef93-f19c-579d-afea-cd08c37db6ea?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/26694b71-b60e-53d8-8160-61adc45477a4?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/cfb56ec0-e020-5b9d-87a2-46805ed54a67?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/fb8069cf-14d0-5809-a993-6582f5ba092e?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",75,29,新年开运物|来瓶红运小黑瓶精华液 今年是我妈妈的本命年。思来想去要送红色的礼物,https://www.xiaohongshu.com/discovery/item/5c2dba51000000000903148c,https://www.xiaohongshu.com/user/profile/55053d77d39ea208442c4680
4392,146,32,刘大胆,37.0,0.0,———————ʕ·͡ˑ·ཻʔ♥︎  ———————自用入门级精华使用感受分享❶欧莱雅的小黑瓶是新入手的，各种推荐诱惑就想入手尝试一下，感觉不厚重，挺好吸收用在水之后第一步，当肌底液使用！促进后续护肤品更好吸收！关键是做为精华来说价格很友好！❷资深堂红腰子这个肌底液做为资深堂明星产品，真心好用！我经常熬夜，用这款肌底液做皮肤维稳效果很不错！值得入手！❸娇韵诗双萃精华这款相对厚重一些我一般只在晚上使用，白天容易出油，初级抗衰老精华，已经回购了好几瓶了，这个也空瓶了！❹小灯泡精华原液液（补水＆修复精华）这个也是刚刚入手，之前6.1活动卖断货了，我的刚收到就立马用起来了，修复原液我正好有两个痘痘，挤完，用修复原液第二天就掉痂了！而且挺滋润！白天补水用在肌底液之后，后续上妆很好上妆，而且皮肤光泽度也很棒！下次再分享美白精华[耶],2019-07-02T23:33:00,"['https://ci.xiaohongshu.com/0adfbada-10bf-34a0-91d1-ae9716659568?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/c7ebd436-493a-3822-bba5-013b08183f10?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/118b3ad7-0343-3a9d-ab50-7cefffbc8e97?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/92a5dd30-ce66-36c9-b115-44981d26e2d0?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",0,0,入门精华自用分享,https://www.xiaohongshu.com/discovery/item/5d1b795a000000002603b67c,https://www.xiaohongshu.com/user/profile/59e4e4f711be10127fc055a1
3044,27,15,ʚ屁屁敏ɞ,2.0,49.0,人生第一次小红书笔记献给价值1180的资生堂红腰子感谢小红书大神分享暗号～收到快递信息迫不及待从办公室溜去丰巢取快递开箱和朋友们对比了一下，这个还是挺多的～也不知道哪个中了哪个没中～反正就是很开心！,2019-06-18T22:14:00,"['https://ci.xiaohongshu.com/f0b140e0-7aa8-3b09-8ad9-a976011f6594?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/15a65ac6-4fe3-33da-b3a6-b0dd5b8ee64f?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/7a713801-8169-300b-a265-fc9c0690bdea?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",13,9,618资生堂红腰子开箱记,https://www.xiaohongshu.com/discovery/item/5d08f1d400000000280253ca,https://www.xiaohongshu.com/user/profile/5657dfde82718c1ea95dced8
2335,20,31,✨_598532E8,3.0,38.0,雅诗兰黛小棕瓶空瓶分享Estee Lauder雅诗兰黛 小棕瓶系列 特润修护肌透精华液 100ml 第六代1.图一为小棕瓶100ml，小棕瓶第六代，购于小红书自营店，参考一般价格在900-1100不等，分免税店版和美版，我的是美版，美版和免税店版本质上没什么差别，但是我觉得美版液体更偏黄更浓稠一些（可见图二、图三），精华味道就是淡淡的药味，我个人比较喜欢这个味道。2.使用方法:我每次一般是会用滴管的三分之二左右，将精华滴于手心，双手合十，捂5到15秒，然后将精华以按压拍打的方式涂抹于脸上。3.适合年龄:我觉得20岁左右就可以用这款精华，小棕瓶精华属于初抗老精华，个人觉得越早用越好。4.使用真实感受:用完这一瓶最大的感受就是皮肤变得稳定了，不会像以前一样经常爆痘，我觉得可以轻微的淡化痘印，但效果不是特别明显；精华吸收很快，抚摸皮肤明显能感觉到皮肤紧致了点，第二天起来皮肤也更加好上妆，会回购的，安利给大家。本篇为纯个人使用分享🧚‍♀️图片都是原相机拍摄，无美颜无滤镜🙌🏻,2019-05-15T21:14:00,"['https://ci.xiaohongshu.com/b96af950-0fed-52eb-b19d-da46d141d1b9?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/fe36e382-c3b0-559c-8045-076e9106850c?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/b0989fc2-9943-5c48-91d8-5e4f507540e3?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",16,3,雅诗兰黛小棕瓶空瓶分享#Estee Lauder雅诗兰黛 小棕瓶系列,https://www.xiaohongshu.com/discovery/item/5cdc10af000000000e02ccb2,https://www.xiaohongshu.com/user/profile/5984022b82ec39229e1848ad
1470,72,9,最近的杨小胖身高能有2米8,11.0,0.0,今天说说我用过的三瓶精华雅诗兰黛小棕皮vs兰蔻小黑瓶vs资生堂红腰子相信刚入门买精华的宝宝一定会挑花眼小红书上那么多精华 人人都推到底买哪个好首先说下自己肤质混油 但是冬天外油内干..1.小棕瓶小棕瓶是我买的第一瓶精华，口碑产品买了不会错，看到很多小伙伴说好用，但是我觉得挺鸡肋的..但是好像网上说的维稳真的还不错，好像冬天没有起过皮，也不知道是cpb还是精华的作用。日上入，代购890+质感：上脸清爽，不粘是否回购：不2.红腰子红腰子是日版的，找代购入1380+.开红腰子的时候我在用的一套cpb和小棕瓶正好用完了，我换了奥尔病infiness那个系列的乳和健康水，顺带用了新入的伊丽尔丝的银管隔离，然后爆闭口！！！后面我又换回了cpb又换了精华，隔离也不用了，闭口才消下去。本着不浪费的原则，最近晚上我又开始叠擦红腰子了，脸上闭口还是会发一个两个...诶...到底是不是红腰子的关系我也说不清...质感：粘粘粘...真的我觉得太粘了是否回购：会（现在我都是晚上直接擦红腰 最近皮肤很稳定，但是红腰对我的皮肤可能比较营养，所以我选择晚上后续啥也不擦了）3.兰蔻小黑瓶日上代购900+当初不是换了护肤品爆闭口，然后我就病急乱投医换了这个精华。不得不说，惊艳到我了！最近使用下来脸上细致了很多，肤色也可见白了，没有以前那么黄，皮肤状态upupup～质感：清爽好吸收！我觉得比小棕瓶更清爽～小黑瓶吸收比小棕瓶快！是否回购：一定回购！,2019-02-28T10:44:00,"['https://ci.xiaohongshu.com/34ad2543-fabd-3e79-bf51-5bf34314d922?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/4165e4fd-85c3-3ae7-a372-9eb676f86e4d?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",1,0,小棕瓶、小黑瓶、红腰子测评,https://www.xiaohongshu.com/discovery/item/5c774b20000000000d00d99c,https://www.xiaohongshu.com/user/profile/596772286a6a6921906869f1
2946,28,4,X小胖柳,13.0,1.0,100ml可以用几个月。很喜欢这款肌底液，没毛病。吸收很好，不黏腻，几乎无香。不过我用完这2瓶准备试试新的品牌啦。,2019-06-15T10:14:00,['https://ci.xiaohongshu.com/3f6d251e-50eb-3ddb-81dc-3536aecd757d?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90'],1,0,兰蔻小黑瓶肌底液用完第二瓶留念,https://www.xiaohongshu.com/discovery/item/5d0454a3000000002801c033,https://www.xiaohongshu.com/user/profile/5c5da45c0000000012018bee
1187,1516,41,美鱼子达达叫小猫呆子,11.0,0.0,#兰蔻小黑瓶精华肌底液 #兰蔻安瓶精华肌底液#兰蔻小黑瓶#兰蔻安瓶精华 #兰蔻小黑瓶本人T区油，两颊干敏，白天用小黑瓶晚上用安瓶，使用后肌肤稳定了不少，我已经把安瓶当作自己肌肤急救药了，过敏时，用安瓶精华后第二天有明显修复的效果！专柜入的，柜姐说小黑瓶开启后最好3个月用完，安瓶1个月，我一次一管的用量。维稳效果我的护肤顺序：水→小黑瓶肌底液（白天）/安瓶精华肌底液（晚上）→精华→眼霜→精华乳→面霜质地比较清爽不粘，但每次擦完后擦阿玛尼的权利粉底液时会搓泥，用兰蔻粉底液就不会，估计里面有啥成分产生了化学反应（一本正经的胡说八道）最大感受就是：毛孔小了！毛孔小了！不至于说缩到看不到毛孔，但是要扒在我脸上仔细看才看得到，不过每次熬夜后毛孔就好大。这两款个人感觉抗衰老效果一般。最后，每个人肤质不同，拔草前最好入小样试用后再入正装，盗图必究。,2019-01-11T12:14:00,"['https://ci.xiaohongshu.com/0b726dbe-ba3f-5f67-a457-5bf193082d59?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/af0070b6-812d-5885-8e5e-de0cb2b34631?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/11428404-1c44-583b-aed9-e9a2f9ca614a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90', 'https://ci.xiaohongshu.com/333ee63d-a645-57d0-8307-7993d37ea87a?imageView2/2/w/1080/format/jpg?imageView2/2/w/100/h/100/q/90']",3,0,兰蔻小黑瓶精华肌底液 #兰蔻安瓶精华肌底液 #兰蔻小黑瓶#兰蔻安瓶精华 #兰蔻小黑瓶,https://www.xiaohongshu.com/discovery/item/5c381836000000000e0345c9,https://www.xiaohongshu.com/user/profile/5941dfc46a6a69141d225cc2
